Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Cost,Profit,Payment Method,Gender,Age Group,Shipping Price,Returned,Regional Manager,State Manager,City Manager
6157,CA-2018-151484,20/04/2018,23/04/2018,First Class,CV-12805,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",42.408,31.74962192,10.65837808,Credit Card,Female,18-25,20,No,Joseph Young,Daniel Lee,Kevin Adams
7550,CA-2017-136595,05/09/2017,07/09/2017,First Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Houston,Texas,77036,South,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",21.204,15.70765462,5.496345382,Bank Transfer,Male,50+,20,No,Henry Carter,Jason Green,Eric Lewis
3832,US-2016-111927,14/11/2016,19/11/2016,Standard Class,LS-17230,Lycoris Saunders,Consumer,United States,Dover,Delaware,19901,East,FUR-FU-10004017,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",76.14,57.99440259,18.14559741,Cash,Male,50+,10,No,Joseph Young,Nathan Johnson,Jeffrey King
4570,CA-2015-169460,19/04/2015,21/04/2015,Second Class,NF-18595,Nicole Fjeld,Home Office,United States,San Jose,California,95123,West,FUR-FU-10004017,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",76.14,58.76655385,17.37344615,Bank Transfer,Female,36-50,15,No,William Taylor,Daniel Rodriguez,Aaron Torres
7391,CA-2018-108035,29/11/2018,03/12/2018,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Chattanooga,Tennessee,37421,South,FUR-FU-10004017,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",101.52,74.10683707,27.41316293,Credit Card,Male,26-35,10,No,Henry Carter,Zachary Robinson,Ryan Flores
2646,CA-2015-131002,07/09/2015,12/09/2015,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",57.69,38.76826228,18.92173772,Cash,Female,18-25,15,No,Henry Carter,Gary Nelson,Raymond Miller
2695,CA-2015-143182,15/10/2015,20/10/2015,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Hialeah,Florida,33012,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",15.384,12.19489446,3.189105536,Cash,Male,50+,10,No,Henry Carter,Brian Torres,Kenneth Ramirez
2701,CA-2015-145317,18/03/2015,23/03/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",30.768,21.66864736,9.099352641,Credit Card,Female,26-35,10,No,Henry Carter,Brian Torres,Andrew Moore
2759,CA-2017-146171,11/03/2017,15/03/2017,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,31907,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",76.92,57.03958525,19.88041475,Bank Transfer,Male,26-35,10,No,Henry Carter,Ronald Rivera,Alexander Walker
5758,CA-2016-119634,11/08/2016,16/08/2016,Standard Class,BW-11065,Barry Weirich,Consumer,United States,Raleigh,North Carolina,27604,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",46.152,31.66158947,14.49041053,Online,Female,50+,10,No,Henry Carter,Paul Hill,George Baker
7288,CA-2017-149965,20/06/2017,25/06/2017,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Oklahoma City,Oklahoma,73120,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",57.69,37.88510596,19.80489404,Cash,Male,18-25,10,No,Henry Carter,Gary Nelson,Brandon Anderson
8031,CA-2017-158806,07/01/2017,11/01/2017,Standard Class,NM-18520,Neoma Murray,Consumer,United States,Amarillo,Texas,79109,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",23.076,15.47696924,7.599030757,Credit Card,Female,50+,10,No,Henry Carter,Jason Green,Samuel Campbell
8677,CA-2018-163265,16/02/2018,21/02/2018,Standard Class,JS-16030,Joy Smith,Consumer,United States,Decatur,Illinois,62521,North,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",7.692,4.836249043,2.855750957,Online,Female,36-50,10,No,Thomas Torres,Nicholas Allen,Jonathan Torres
2945,CA-2018-126242,19/11/2018,24/11/2018,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Los Angeles,California,90049,West,FUR-FU-10002685,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",18.7,14.05867976,4.641320243,Cash,Male,18-25,10,No,William Taylor,Daniel Rodriguez,Samuel Hill
4957,CA-2015-160262,09/06/2015,13/06/2015,Second Class,TS-21205,Thomas Seio,Corporate,United States,North Las Vegas,Nevada,89031,West,FUR-FU-10002685,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",37.4,25.11022857,12.28977143,Cash,Male,18-25,15,No,William Taylor,Donald Lee,Robert Clark
2588,CA-2018-131695,30/06/2018,06/07/2018,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,New York City,New York,10024,East,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",22.23,16.37291617,5.857083834,Bank Transfer,Female,18-25,10,No,Joseph Young,Gregory Scott,David Perez
3469,CA-2017-146143,14/12/2017,19/12/2017,Standard Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",133.38,102.3656042,31.01439578,Cash,Female,50+,10,No,Henry Carter,Donald Johnson,Alexander Smith
7143,CA-2015-122217,24/11/2015,29/11/2015,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Virginia Beach,Virginia,23464,South,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",111.15,83.91097939,27.23902061,Online,Male,36-50,10,No,Henry Carter,Steven Williams,Brian Moore
8394,CA-2017-142594,01/12/2017,06/12/2017,Second Class,EJ-14155,Eva Jacobs,Consumer,United States,Franklin,Massachusetts,2038,East,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",111.15,82.59918076,28.55081924,Bank Transfer,Female,26-35,15,No,Joseph Young,Gregory Hernandez,Robert White
801,CA-2018-105809,20/02/2018,23/02/2018,First Class,HW-14935,Helen Wasserman,Corporate,United States,San Diego,California,92105,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",22.23,16.48238297,5.747617032,Bank Transfer,Female,26-35,20,No,William Taylor,Daniel Rodriguez,Joshua Garcia
854,CA-2017-123274,19/02/2017,24/02/2017,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035,East,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,34.66149874,9.798501258,Online,Female,18-25,10,No,Joseph Young,Gregory Scott,David Perez
3022,CA-2016-123568,08/11/2016,14/11/2016,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",66.69,45.78624464,20.90375536,Online,Male,50+,10,No,William Taylor,George Hernandez,Brian Nelson
3129,CA-2015-136399,16/12/2015,17/12/2015,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,35.13665539,9.323344605,Cash,Female,36-50,20,No,William Taylor,Daniel Rodriguez,Samuel Hill
3677,CA-2016-156440,05/12/2016,09/12/2016,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Diego,California,92105,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,28.21872688,16.24127312,Online,Female,50+,10,No,William Taylor,Daniel Rodriguez,Joshua Garcia
4973,US-2017-153815,06/11/2017,09/11/2017,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Jacksonville,Florida,32216,South,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",35.568,25.07579099,10.49220901,Credit Card,Female,50+,20,No,Henry Carter,Brian Torres,Andrew Moore
7449,CA-2018-115448,11/11/2018,14/11/2018,First Class,MH-18025,Michelle Huthwaite,Consumer,United States,Knoxville,Tennessee,37918,South,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",88.92,64.92632427,23.99367573,Cash,Female,50+,20,No,Henry Carter,Zachary Robinson,Nathan King
8212,CA-2017-116337,07/11/2017,12/11/2017,Standard Class,MC-17845,Michael Chen,Consumer,United States,Dallas,Texas,75220,South,FUR-FU-10002030,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",44.46,33.44067177,11.01932823,Cash,Female,50+,10,No,Henry Carter,Jason Green,Zachary Perez
8728,CA-2016-103870,27/12/2016,31/12/2016,Standard Class,SP-20860,Sung Pak,Corporate,United States,Murfreesboro,Tennessee,37130,South,FUR-FU-10002030,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",53.352,34.30260974,19.04939026,Bank Transfer,Male,18-25,10,No,Henry Carter,Zachary Robinson,Kenneth Johnson
223,CA-2016-169397,24/12/2016,27/12/2016,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,North,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.704,44.98450606,27.71949394,Online,Female,50+,20,Yes,Thomas Torres,Patrick Scott,Zachary Hall
6216,CA-2016-161711,28/11/2016,03/12/2016,Standard Class,MC-17425,Mark Cousins,Corporate,United States,New York City,New York,10035,East,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",68.16,51.84482041,16.31517959,Credit Card,Female,36-50,10,No,Joseph Young,Gregory Scott,David Perez
6223,CA-2018-140627,23/12/2018,27/12/2018,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Hendersonville,Tennessee,37075,South,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.704,46.39070348,26.31329652,Online,Male,50+,10,No,Henry Carter,Zachary Robinson,Matthew Perez
6837,CA-2018-142643,15/10/2018,20/10/2018,Standard Class,DL-13495,Dionis Lloyd,Corporate,United States,Thousand Oaks,California,91360,West,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",22.72,15.29800171,7.421998291,Bank Transfer,Female,50+,10,No,William Taylor,Daniel Rodriguez,Richard Scott
7335,CA-2016-125563,11/04/2016,17/04/2016,Standard Class,PR-18880,Patrick Ryan,Consumer,United States,Tampa,Florida,33614,South,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",54.528,36.55893977,17.96906023,Online,Female,26-35,10,No,Henry Carter,Brian Torres,Gregory Anderson
9286,CA-2016-102778,21/11/2016,24/11/2016,First Class,JH-15820,John Huston,Consumer,United States,Monroe,North Carolina,28110,South,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",18.176,13.56765976,4.608340239,Bank Transfer,Male,36-50,20,No,Henry Carter,Paul Hill,Alexander Thomas
8044,US-2018-133081,11/03/2018,15/03/2018,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,Cambridge,Massachusetts,2138,East,FUR-FU-10001379,Furniture,Furnishings,"Executive Impressions 16-1/2"" Circular Wall Clock",26.72,19.79985819,6.920141809,Credit Card,Male,50+,10,No,Joseph Young,Gregory Hernandez,Ryan Johnson
8901,CA-2017-150483,31/05/2017,04/06/2017,Standard Class,BP-11290,Beth Paige,Consumer,United States,Decatur,Illinois,62521,North,FUR-FU-10001379,Furniture,Furnishings,"Executive Impressions 16-1/2"" Circular Wall Clock",32.064,21.57960858,10.48439142,Online,Female,18-25,10,No,Thomas Torres,Nicholas Allen,Jonathan Torres
1865,US-2017-100839,13/10/2017,17/10/2017,Standard Class,NC-18625,Noah Childs,Corporate,United States,Aurora,Colorado,80013,West,FUR-FU-10001617,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",24.96,19.89147134,5.06852866,Cash,Male,26-35,10,No,William Taylor,Brian White,Gregory Scott
9676,CA-2017-137393,06/05/2017,10/05/2017,Standard Class,GM-14500,Gene McClure,Consumer,United States,Bakersfield,California,93309,West,FUR-FU-10001617,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",41.6,29.78533226,11.81466774,Credit Card,Female,26-35,10,No,William Taylor,Daniel Rodriguez,Raymond Lee
511,CA-2018-135307,26/11/2018,27/11/2018,First Class,LS-17245,Lynn Smith,Consumer,United States,Gladstone,Missouri,64118,North,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,126.3,91.27486785,35.02513215,Online,Female,50+,20,No,Thomas Torres,Jeffrey Allen,Kevin Davis
1597,CA-2018-132234,16/10/2018,18/10/2018,First Class,MY-17380,Maribeth Yedwab,Corporate,United States,New York City,New York,10011,East,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,547.3,358.3896266,188.9103734,Online,Male,26-35,20,No,Joseph Young,Gregory Scott,David Perez
7334,CA-2016-125563,11/04/2016,17/04/2016,Standard Class,PR-18880,Patrick Ryan,Consumer,United States,Tampa,Florida,33614,South,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,67.36,47.40113736,19.95886264,Online,Female,26-35,10,No,Henry Carter,Brian Torres,Gregory Anderson
8734,CA-2018-116988,27/06/2018,29/06/2018,Second Class,PW-19030,Pauline Webber,Corporate,United States,Seattle,Washington,98105,West,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,126.3,87.2522703,39.0477297,Online,Male,26-35,15,No,William Taylor,Jose Hall,Dennis Lewis
309,CA-2018-126774,15/04/2018,17/04/2018,First Class,SH-20395,Shahid Hopkins,Consumer,United States,Arlington,Virginia,22204,South,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,4.89,3.711692098,1.178307902,Credit Card,Female,18-25,20,No,Henry Carter,Steven Williams,Christopher Torres
3788,CA-2017-169971,04/09/2017,09/09/2017,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Houston,Texas,77041,South,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,3.912,2.710219281,1.201780719,Bank Transfer,Female,18-25,10,No,Henry Carter,Jason Green,Eric Lewis
4303,CA-2015-123253,22/08/2015,25/08/2015,Second Class,DE-13255,Deanra Eno,Home Office,United States,Lakewood,Ohio,44107,North,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,3.912,2.938016542,0.973983458,Bank Transfer,Male,18-25,15,No,Thomas Torres,Patrick Scott,Benjamin Clark
5526,CA-2018-154501,30/04/2018,05/05/2018,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Los Angeles,California,90008,West,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,9.78,5.935241135,3.844758865,Online,Female,36-50,10,Yes,William Taylor,Daniel Rodriguez,Samuel Hill
6062,CA-2016-134201,10/04/2016,16/04/2016,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Rochester,New York,14609,East,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,14.67,9.779901789,4.890098211,Online,Female,18-25,10,No,Joseph Young,Gregory Scott,Jeffrey Moore
1245,CA-2018-133641,14/05/2018,21/05/2018,Standard Class,EJ-14155,Eva Jacobs,Consumer,United States,Gulfport,Mississippi,39503,South,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,48.69,36.62485162,12.06514838,Bank Transfer,Female,26-35,10,No,Henry Carter,Donald Johnson,Larry Roberts
2575,CA-2015-129091,22/11/2015,27/11/2015,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Columbus,Georgia,31907,South,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,16.23,10.47169013,5.758309873,Online,Male,18-25,10,No,Henry Carter,Ronald Rivera,Alexander Walker
3305,CA-2015-104738,30/12/2015,01/01/2016,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041,South,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,12.984,8.361985091,4.622014909,Credit Card,Female,18-25,15,No,Henry Carter,Jason Green,Raymond Torres
706,CA-2015-138527,12/09/2015,17/09/2015,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary,North Carolina,27511,South,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,166.84,133.136993,33.70300697,Cash,Female,36-50,10,No,Henry Carter,Paul Hill,Brian Lopez
6646,US-2016-156496,10/08/2016,16/08/2016,Standard Class,WB-21850,William Brown,Consumer,United States,Redmond,Oregon,97756,West,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,133.472,91.04388586,42.42811414,Bank Transfer,Male,26-35,10,No,William Taylor,Daniel Lewis,Jonathan Williams
7060,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,83.42,65.24819129,18.17180871,Bank Transfer,Male,26-35,25,No,William Taylor,Daniel Rodriguez,Larry Brown
7715,CA-2015-150203,05/12/2015,07/12/2015,First Class,JB-15925,Joni Blumstein,Consumer,United States,Los Angeles,California,90032,West,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,250.26,153.7785832,96.48141677,Online,Female,50+,20,Yes,William Taylor,Daniel Rodriguez,Samuel Hill
9133,CA-2018-100055,28/05/2018,01/06/2018,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Laurel,Maryland,20707,East,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,125.13,88.11193086,37.01806914,Credit Card,Male,18-25,10,No,Joseph Young,Mark Young,Benjamin Rodriguez
940,CA-2016-148250,13/12/2016,17/12/2016,Standard Class,RP-19270,Rachel Payne,Corporate,United States,Riverside,California,92503,West,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,134.48,96.19398713,38.28601287,Online,Male,50+,10,No,William Taylor,Daniel Rodriguez,Brian Perez
4300,CA-2018-129021,23/08/2018,26/08/2018,Second Class,PO-18850,Patrick O'Brill,Consumer,United States,Tallahassee,Florida,32303,South,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,161.376,116.0512855,45.32471454,Cash,Male,50+,15,No,Henry Carter,Brian Torres,Alexander Nguyen
6562,CA-2018-144680,31/03/2018,02/04/2018,First Class,SC-20260,Scott Cohen,Corporate,United States,Arlington,Texas,76017,South,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,33.62,22.3473795,11.2726205,Credit Card,Female,18-25,20,No,Henry Carter,Jason Green,Christopher Torres
6823,US-2018-115609,02/11/2018,07/11/2018,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,Los Angeles,California,90036,West,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,168.1,133.6477213,34.45227872,Cash,Female,36-50,10,No,William Taylor,Daniel Rodriguez,Samuel Hill
8588,CA-2018-162015,11/07/2018,18/07/2018,Standard Class,KB-16240,Karen Bern,Corporate,United States,Los Angeles,California,90049,West,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,168.1,126.5053042,41.59469584,Bank Transfer,Female,36-50,10,No,William Taylor,Daniel Rodriguez,Samuel Hill
1727,CA-2016-127453,19/12/2016,20/12/2016,First Class,JK-15370,Jay Kimmel,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,88.832,62.3497973,26.4822027,Credit Card,Female,26-35,20,No,Joseph Young,Daniel Lee,Kevin Adams
3001,CA-2015-138317,21/06/2015,25/06/2015,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,44.416,32.62535524,11.79064476,Credit Card,Female,50+,10,No,Joseph Young,Daniel Lee,Kevin Adams
8864,CA-2016-125934,11/09/2016,18/09/2016,Standard Class,SN-20560,Skye Norling,Home Office,United States,Paterson,New Jersey,7501,East,OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,111.04,80.2957866,30.7442134,Credit Card,Female,18-25,10,No,Joseph Young,Nathan Brown,Donald Hall
2231,CA-2015-128055,31/03/2015,05/04/2015,Standard Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,52.98,39.66287513,13.31712487,Cash,Female,36-50,10,No,William Taylor,Daniel Rodriguez,Raymond Clark
2352,CA-2018-109701,02/12/2018,03/12/2018,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,79.47,62.19778274,17.27221726,Cash,Male,18-25,25,No,William Taylor,Daniel Rodriguez,Samuel Hill
2670,US-2016-139759,25/08/2016,30/08/2016,Standard Class,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,90045,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,105.96,70.26477467,35.69522533,Online,Female,18-25,10,No,William Taylor,Daniel Rodriguez,Samuel Hill
5034,CA-2017-155166,26/12/2017,02/01/2018,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Vineland,New Jersey,8360,East,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,26.49,19.07588978,7.414110222,Cash,Male,18-25,10,No,Joseph Young,Nathan Brown,Thomas Scott
5865,US-2015-117968,05/08/2015,07/08/2015,Second Class,RS-19420,Ricardo Sperren,Corporate,United States,Meriden,Connecticut,6450,East,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,79.47,59.09497535,20.37502465,Bank Transfer,Female,26-35,15,No,Joseph Young,Joshua Harris,Paul Miller
9772,CA-2017-123533,24/11/2017,30/11/2017,Standard Class,SC-20050,Sample Company A,Home Office,United States,Hialeah,Florida,33012,South,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,42.384,28.30234976,14.08165024,Cash,Male,26-35,10,No,Henry Carter,Brian Torres,Kenneth Ramirez
449,CA-2017-166674,01/04/2017,03/04/2017,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,109.3502955,52.58970454,Online,Male,50+,15,No,Joseph Young,Gregory Scott,Edward Green
1310,CA-2017-141397,20/06/2017,21/06/2017,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,91104,West,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,123.5545558,38.38544422,Bank Transfer,Male,26-35,20,No,William Taylor,Daniel Rodriguez,Andrew Flores
2158,CA-2015-124646,22/06/2015,24/06/2015,First Class,DV-13465,Dianna Vittorini,Consumer,United States,Minneapolis,Minnesota,55407,North,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,108.4331264,53.50687356,Bank Transfer,Female,50+,20,No,Thomas Torres,Frank Robinson,James Walker
4907,US-2015-146353,14/10/2015,16/10/2015,Second Class,JE-15610,Jim Epp,Corporate,United States,Concord,New Hampshire,3301,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,269.9,214.0756286,55.82437138,Credit Card,Female,18-25,15,No,Joseph Young,Jack King,Jonathan Nguyen
5379,CA-2015-125542,05/12/2015,07/12/2015,First Class,NB-18655,Nona Balk,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,172.736,131.6240977,41.11190235,Credit Card,Female,26-35,20,No,Joseph Young,Daniel Lee,Kevin Adams
7951,CA-2015-131009,01/03/2015,05/03/2015,Standard Class,SC-20380,Shahid Collister,Consumer,United States,El Paso,Texas,79907,South,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,129.552,102.3515524,27.20044757,Online,Male,26-35,10,No,Henry Carter,Jason Green,Zachary Ramirez
9135,CA-2017-124254,12/04/2017,17/04/2017,Standard Class,TB-21175,Thomas Boland,Corporate,United States,Wilson,North Carolina,27893,South,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,129.552,97.85339386,31.69860614,Online,Male,18-25,10,No,Henry Carter,Paul Hill,Benjamin Martinez
442,CA-2017-115756,05/09/2017,07/09/2017,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227,North,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,194.94,155.4311039,39.50889611,Online,Male,18-25,15,No,Thomas Torres,Ronald Campbell,Gregory Williams
2087,CA-2017-140501,23/06/2017,28/06/2017,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.9,201.793681,123.106319,Online,Female,18-25,10,Yes,Joseph Young,Gregory Scott,David Perez
3247,US-2018-140907,10/12/2018,12/12/2018,Second Class,BP-11185,Ben Peterman,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.9,227.4373266,97.46267337,Cash,Female,36-50,15,No,William Taylor,Jose Hall,Dennis Lewis
4119,CA-2016-153416,24/11/2016,29/11/2016,Standard Class,TS-21340,Toby Swindell,Consumer,United States,Los Angeles,California,90036,West,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,454.86,285.9506009,168.9093991,Bank Transfer,Male,18-25,10,No,William Taylor,Daniel Rodriguez,Samuel Hill
